Date,Open,High,Low,Close,Volume
18-04-2000,133.268753,137.484375,122.607811,122.607811,14944384
19-04-2000,132.40625,132.40625,112.799217,113.282028,25509632
20-04-2000,106.28125,122.15625,104.234375,118.805466,36772800
21-04-2000,118.805466,118.805466,118.805466,118.805466,0
24-04-2000,121.84375,123.421875,112.65625,115.178123,17368064
25-04-2000,112.75,115.53125,105.964066,112.06797,16440064
26-04-2000,120.982033,120.982811,119.546875,120.982811,4330048
27-04-2000,124.84375,127.71875,120.982811,124.816406,24835072
28-04-2000,126.5625,132.625,124.296875,126.90078,19109696
01-05-2000,126.90078,126.90078,126.90078,126.90078,0
02-05-2000,128.90625,132.34375,121.015625,123.176559,25582336
03-05-2000,114.84375,123.421875,108.395309,119.514061,32888000
04-05-2000,120.15625,128.59375,117.96875,127.805466,25117504
05-05-2000,128.59375,136.4039,128.59375,133.84375,30822080
08-05-2000,134.359375,136.5625,117.8125,118.715622,48399424
09-05-2000,117.203125,124.140625,109.375,123.0625,31215296
10-05-2000,124.21875,124.609375,117.96875,121.264847,24130816
11-05-2000,118.90625,118.90625,107.972656,110.327347,31749632
12-05-2000,111.71875,114.0625,105.507813,107.201561,32175744
15-05-2000,106.328125,112.34375,94.548439,108.426559,43260224
16-05-2000,109.359375,110.9375,105,107.248436,30106112
17-05-2000,111.978127,115.828903,107.515625,108.794533,24953152
18-05-2000,108.59375,109.296875,105.5,107.778908,16329728
19-05-2000,107.814842,107.814842,98.464066,100.88047,35789312
22-05-2000,97.78125,97.78125,91.109375,92.796875,27676736
23-05-2000,90.625778,96.387497,86.328903,94.00547,34424576
24-05-2000,92.203125,95.859375,89.0625,94.489059,38866432
25-05-2000,95.15625,98.71875,93.75,94.361717,34255680
26-05-2000,95.078125,95.90625,91.015625,93.41172,36218496
29-05-2000,92.375,93.125,87.189064,92.052345,26640576
30-05-2000,92.578125,98.90625,91.441406,97.921097,26278080
31-05-2000,104.359375,109.671875,104.359375,109.355469,21896192
01-06-2000,108.59375,111.28672,106.765625,109.27578,26854272
02-06-2000,110,120.15625,110,117.721878,39140928
05-06-2000,118.75,131.848434,118.75,125.030472,27895872
06-06-2000,125.8125,127.65625,121.875,124.55703,28894656
07-06-2000,122.65625,126.03125,120.3125,122.446877,28549120
08-06-2000,122.578125,124.984375,121.875,123.545311,20242496
09-06-2000,124.217186,127.810158,122.96875,123.985153,32154624
12-06-2000,122.265625,124.65625,120.640625,121.315628,14581632
13-06-2000,120.330467,122.578125,116.421875,121.413284,19440384
14-06-2000,120.140625,124.203125,120.140625,122.079689,15804032
15-06-2000,121.90625,131.234375,121.125,129.411713,47780928
16-06-2000,128.140625,132.65625,127.328125,131.103912,32008768
19-06-2000,131.25,135.4375,128.921875,133.839066,39349376
20-06-2000,133.359375,139.84375,133.359375,136.389847,25223040
21-06-2000,139.0625,139.0625,131.71875,132.824219,27506944
22-06-2000,132.8125,134.265625,131.265625,133.009369,21713344
23-06-2000,132.75,132.75,127.59375,129.050781,22021824
26-06-2000,128.125778,128.125778,122.657814,126.299217,17510144
27-06-2000,127.796875,129.826569,125.078125,127.460938,19903872
28-06-2000,126.5625,129.0625,123.46875,128.387497,12160960
29-06-2000,129.203125,135.140625,129.203125,131.101563,16867520
30-06-2000,129.78125,130.46875,127.359375,129.850006,15405760
03-07-2000,131.09375,134.671875,131.09375,134.117966,21234432
04-07-2000,134.6875,137.46875,134.390625,136.7164,22397056
05-07-2000,137.3125,137.6875,133.6875,134.382034,15825792
06-07-2000,133.828125,133.828125,130.78125,132.316406,13693696
07-07-2000,132.654694,134.68515,132.126556,132.619537,16222208
10-07-2000,132.96875,133.75,129.125,129.634369,15590016
11-07-2000,130.203125,133.203125,128.75,129.269531,26963328
12-07-2000,129.296875,131.234375,126.40625,130.649216,29184832
13-07-2000,132,133.280472,124.21875,125.486717,27476480
14-07-2000,123.438278,125.59375,120.015625,121.407028,54850688
17-07-2000,121.09375,122.185936,118.90625,120.196877,26524928
18-07-2000,120.265625,120.296875,115.1875,116.477341,38106752
19-07-2000,110.946877,116.875,110.659378,114.454689,30771840
20-07-2000,113.921875,115.225784,112.578125,114.800781,22578560
21-07-2000,115.225784,117.34375,114.078125,114.832809,28321024
24-07-2000,113.46875,113.46875,105.71875,107.059372,33885440
25-07-2000,101.5625,113.203125,99.25,111.225784,49228288
26-07-2000,113.5625,114.046875,103.142967,104.001564,34172416
27-07-2000,103.125,107.015625,99.296875,106.050003,39879680
28-07-2000,106.640625,110.390625,105.015625,106.957809,44182464
31-07-2000,107.03125,107.953125,103.921875,105.644531,21621248
01-08-2000,106.875,107.78125,104.884377,105.439842,23805504
02-08-2000,103.5,104.03125,101.328125,103.548439,26991616
03-08-2000,102.8125,102.8125,98.4375,100.790627,26974272
04-08-2000,100.171875,103.578125,97.743752,98.831253,45206336
07-08-2000,99.515625,101.40625,98.75,100.606247,24836928
08-08-2000,101.40625,116.703903,101.40625,116.550781,75971520
09-08-2000,120.15625,122.5,117.578125,118.30703,45188416
10-08-2000,117.34375,119.90625,112.832809,113.602341,34988928
11-08-2000,113.078125,117.109375,111.484375,113.055466,51963008
14-08-2000,113.984375,114.796875,112.046875,113.757813,30925184
15-08-2000,113.757813,113.757813,113.757813,113.757813,0
16-08-2000,116.015625,121.703125,115.796875,120.864059,42290944
17-08-2000,121.375,122.25,117.65625,118.153908,23591296
18-08-2000,118.003128,125.233597,118.003128,124.545311,75263168
21-08-2000,124.984375,126.3125,121.890625,124.467186,43158912
22-08-2000,124.765625,134.421875,124.765625,129.62265,42816704
23-08-2000,127.234375,128.278122,125.015625,125.716408,25796928
24-08-2000,125,129.296875,124.390625,128.297653,36830464
25-08-2000,129.296875,129.998444,126.5625,127.435158,35749120
28-08-2000,127.1875,128.125,121.484375,121.842186,25876480
29-08-2000,121.094528,123.59375,119.859375,122.522659,31858112
30-08-2000,121.890625,124.53125,121.875,122.690628,24905024
31-08-2000,122.265625,132.34375,122.039841,130.106247,93071232
01-09-2000,130.106247,130.106247,130.106247,130.106247,0
04-09-2000,131.25,135.9375,131.25,134.521881,43716224
05-09-2000,134.6875,135.140625,132.421875,133.314056,25474368
06-09-2000,131.4375,132.328125,129.219528,130.632813,26717312
07-09-2000,129.453125,132,128.454681,130.595306,32404992
08-09-2000,131.09375,134.984375,131.09375,134.104691,51575296
11-09-2000,134.375,137.890625,132.65625,135.652344,53541568
12-09-2000,135.9375,139.28125,133.907806,138.146881,56493952
13-09-2000,137.625,139.828125,135.546875,136.189056,56983296
14-09-2000,136.328125,138.046875,130.640625,134.242966,83144704
15-09-2000,132.984375,134.75,132.03125,132.778122,54026048
18-09-2000,132.0625,132.0625,124.453125,125.103905,53970496
19-09-2000,123.515625,124.140625,115.78125,119.402344,52265984
20-09-2000,122.65625,124.609375,118.359375,121.818748,22970176
21-09-2000,121.046875,121.265625,117.96875,118.433594,21081664
22-09-2000,117.59375,117.59375,108.984375,110.018753,51416128
25-09-2000,114.515625,118.820313,114.0625,117.830467,36492672
26-09-2000,119.53125,119.53125,112.376564,113.246872,33702976
27-09-2000,112.5,117.5,109.78125,116.580467,42644736
28-09-2000,116.265625,118.671875,113.306252,115.262497,33791104
29-09-2000,115.828125,117.34375,114.46875,115.019531,29249344
02-10-2000,115.019531,115.019531,115.019531,115.019531,0
03-10-2000,114.453125,118.90625,111.71875,116.728127,41659520
04-10-2000,114.0625,120.1875,114.0625,119.557816,44959680
05-10-2000,118.515625,120.703125,116.9375,117.453903,41379840
06-10-2000,116.875,118.356247,113.143753,117.721092,66243904
09-10-2000,117.1875,117.360939,114.859375,115.530472,32816768
10-10-2000,116.390625,117.796875,113.046875,114.700783,61546048
11-10-2000,110.9375,111.703125,106.015625,106.475784,64735168
12-10-2000,106.09375,107.029686,102.4375,106.157814,69716096
13-10-2000,105,105,101.250778,101.827347,63712512
16-10-2000,102.484375,109.973434,101.09375,101.896095,62009536
17-10-2000,101.203125,102.765625,98.203125,101.003906,63538624
18-10-2000,99.374222,99.810158,95.625778,97.344528,53980160
19-10-2000,96.96875,105.125,95.625,104.177345,66756928
20-10-2000,106.25,112.340622,106.25,111.310158,79272448
23-10-2000,111.168747,111.5625,106.332809,107.348434,51312896
24-10-2000,106.75,110.760155,105,109.691406,47601344
25-10-2000,113.265625,113.90625,111.71875,112.234375,45920448
26-10-2000,111.5625,112.498436,110.28125,111.59375,9681344
27-10-2000,112.015625,113.265625,111.453125,112.514847,20547520
30-10-2000,113.109375,113.234375,110.40625,111.117966,20664064
31-10-2000,110.954689,112.09375,109,111.452347,28122240
01-11-2000,114.842186,115.125,113.435936,114.107811,28271168
02-11-2000,114.375,116.375,114.375,115.740623,33982400
03-11-2000,116.09375,118.890625,115.3125,118.28125,42469760
06-11-2000,118.265625,119.609375,117.34375,118.745316,36256064
07-11-2000,117.984375,120.90078,117.274216,120.483597,35621504
08-11-2000,120.3125,125.21875,119.9375,124.242188,51512384
09-11-2000,123.765625,125.560936,123.0625,123.806252,34871168
10-11-2000,123.594528,124.046875,120.546875,120.907814,31773312
13-11-2000,120.78125,120.78125,114.297653,115.014061,42099072
14-11-2000,114.484375,120.125,114.46875,119.513283,33883136
15-11-2000,121.640625,122.65625,118.34375,118.86953,32892992
16-11-2000,118.765625,120.234375,117.515625,117.921875,23760768
17-11-2000,117.359375,119.828125,115.34375,119.319534,32750912
20-11-2000,120,120.609375,118.8125,119.626564,21192640
21-11-2000,119.21875,119.842186,117.970314,119.264061,26636928
22-11-2000,121.109375,121.515625,115.859375,116.433594,49501056
23-11-2000,115.71875,116.953125,114.328125,116.203903,23804032
24-11-2000,116.546875,117.296875,115.796875,116.535934,24187200
27-11-2000,117.15625,118.592186,116.801559,118.325783,32601024
28-11-2000,118.125,118.125,115.9375,116.499222,27703936
29-11-2000,115.135155,116.078125,113.765625,115.342186,32305216
30-11-2000,115.46875,115.604691,111.875,112.252342,45687872
01-12-2000,111.71875,114.607033,110.171875,113.879684,54182464
04-12-2000,114.21875,114.359375,111.875,112.22422,29766208
05-12-2000,112.265625,113.09375,110.645309,112.210938,43453632
06-12-2000,118.75,118.75,113.765625,114.134377,41569856
07-12-2000,113.4375,114.59375,112.969528,113.855469,23706944
08-12-2000,113.457809,115.917191,113.457809,115.496094,39107712
11-12-2000,115.546875,117.125,115.03125,116.714844,39128768
12-12-2000,116.875,118.4375,115.859375,116.460938,34921984
13-12-2000,117.170311,125.654686,116.717186,119.104691,52094400
14-12-2000,119.140625,119.300003,117.188278,117.662498,27747008
15-12-2000,117.734375,117.734375,112.073441,112.537498,50494144
18-12-2000,111.03672,111.53125,108.40625,110.845314,42354176
19-12-2000,110.78125,110.78125,107.210938,107.646095,46559552
20-12-2000,106.171875,106.171875,102.578125,103.767967,60485184
21-12-2000,103.15625,103.15625,97.421875,98.067184,57950976
22-12-2000,98.356247,98.356247,90.313278,90.813278,88193152
25-12-2000,90.813278,90.813278,90.813278,90.813278,0
26-12-2000,90.234375,91.796875,85.625,86.250778,87180288
27-12-2000,86.5,90.078125,84.71875,85.753906,93331008
28-12-2000,86.40625,88.75,85.804688,86.678123,68453056
29-12-2000,86.25,89.84375,84.878906,88.970314,89329728
01-01-2001,89.140625,90.623436,86.875,87.400002,59981248
02-01-2001,87.515625,89.53125,85.9375,88.763283,68767872
03-01-2001,87.5,88.28125,85.682816,87.723434,64125952
04-01-2001,87.96875,96.71875,87.96875,95.333595,71192960
05-01-2001,95.296875,99.984375,94.65625,99.709373,67941888
08-01-2001,98.625,99.140625,92.671875,93.510155,76229504
09-01-2001,92.75,94.921875,91.190628,92.623436,64873024
10-01-2001,93.751564,94.198441,88.002342,88.532814,91550336
11-01-2001,88.671875,89.6875,86.296875,86.69297,68442560
12-01-2001,86.875,91.40625,86.753906,90.635155,92083584
15-01-2001,91.015625,97.103905,90.9375,96.396095,102845952
16-01-2001,96.717186,97.484375,94.314064,95.284378,41221824
17-01-2001,99.21875,99.359375,97.034378,98.403908,51214528
18-01-2001,98.828125,101.328125,98.828125,100.473434,43274496
19-01-2001,100.75,106.166405,100.75,105.467972,56089536
22-01-2001,106.171875,108.203125,105.5,106.821877,46704576
23-01-2001,105.953903,106.404686,104.376564,105.563278,32817280
24-01-2001,106.09375,107.03125,105.017189,106.698441,40703168
25-01-2001,106.266403,106.873436,103.91172,106.048439,30341568
26-01-2001,106.048439,106.048439,106.048439,106.048439,0
29-01-2001,105.484375,105.484375,101.015625,103.685158,32839808
30-01-2001,104.21875,108.432816,104.21875,107.634377,32835392
31-01-2001,107.06797,107.765625,105.65625,106.136719,32945152
01-02-2001,105.640625,105.953125,103.597656,105.490623,32992448
02-02-2001,105.09375,107.96875,105.086716,107.24453,36933888
05-02-2001,106.796875,106.796875,103.765625,104.137497,27276480
06-02-2001,103.941406,105.15625,103.765625,104.289841,21435776
07-02-2001,105,105,100.938278,101.507034,35805888
08-02-2001,100.859375,102.484375,99.235153,102.121094,34458240
09-02-2001,101.71875,102.21875,100.000778,100.394531,27061504
12-02-2001,100.03125,100.03125,98.203125,99.515625,27284224
13-02-2001,99.84375,101.71875,98.940628,99.589066,29327680
14-02-2001,98.992188,100,98.477341,99.50547,21451776
15-02-2001,99.239059,101.870316,99.21875,101.493752,29909440
16-02-2001,101.921875,102.21875,97.5,98.352341,40206656
19-02-2001,97.5,99.09375,96.353127,98.378906,30336704
20-02-2001,98.515625,98.984375,97.4375,97.83828,23045696
21-02-2001,96.875,96.875,91.5625,92.332809,65310336
22-02-2001,92.03125,92.03125,86.796875,90.526566,54486912
23-02-2001,90.3125,91.21875,87.351563,87.853127,46992000
26-02-2001,88.125,90.609375,87.65625,89.433594,40402176
27-02-2001,89.328125,90.609375,86.504684,88.042969,50862080
28-02-2001,87.893753,99.21875,86.796875,97.52578,77895168
01-03-2001,97.65625,97.65625,86.5625,88.481247,63365312
02-03-2001,89.84375,92.109375,76.640625,77.504684,74829568
05-03-2001,76.580467,78.046875,72.03125,74.910156,81282816
06-03-2001,74.910156,74.910156,74.910156,74.910156,0
07-03-2001,78.260941,81.5625,75.890625,81.132034,68337792
08-03-2001,81.953125,82.96875,78.359375,80.175003,36073088
09-03-2001,78.75,78.75,73.760941,76.717186,31186368
12-03-2001,75.78125,76.34375,68.440628,69.541405,28695744
13-03-2001,67.984375,73.421875,58.830467,65.502342,43740032
14-03-2001,67.34375,74.984375,66.095314,73.774216,27935360
15-03-2001,72.1875,76.875,70.78125,76.124222,26508288
16-03-2001,76.484375,78.046875,72.0625,73.432816,26217472
19-03-2001,72.375,74.21875,67.830467,69.61953,26609344
20-03-2001,69.454689,71.484375,66.110153,68.221092,21592512
21-03-2001,66.875,71.375,62.828125,69.992966,32702976
22-03-2001,69.609375,69.921875,66.21875,67.318748,22650624
23-03-2001,67.34375,69.375,62.5,65.823441,34882176
26-03-2001,64.921875,67.90625,64.457031,67.470314,20275776
27-03-2001,66.9375,74.3125,66.41172,72.78125,40293184
28-03-2001,75.78125,76.953125,73,73.576561,29183360
29-03-2001,72.776566,72.776566,68.362503,68.919533,31557248
30-03-2001,68.359375,68.359375,63.453125,63.808594,30498944
02-04-2001,63.46875,65.140625,58.703907,64.263283,40333248
03-04-2001,63.375,65.28125,61.96875,63.664063,28847232
04-04-2001,61.71875,61.71875,59.84375,61.162498,20771456
05-04-2001,61.162498,61.162498,61.162498,61.162498,0
06-04-2001,61.71875,66.055466,61.71875,62.954685,32048448
09-04-2001,61.71875,62.734375,60.192188,62.035156,15911040
10-04-2001,62.5,63.265625,57.072655,59.813282,35273920
11-04-2001,62.734375,64.03672,50.243752,50.243752,41200640
12-04-2001,46.224216,47.453125,42.204685,44.709373,80036608
13-04-2001,44.709373,44.709373,44.709373,44.709373,0
16-04-2001,44.140625,48.28125,43.375,47.83828,43891264
17-04-2001,47.988281,49.40625,45.796875,47.74453,40648000
18-04-2001,48.234375,55.383595,47.796875,55.383595,43391808
19-04-2001,59.21875,64.245316,56.875,59.754688,49591872
20-04-2001,60.546875,62.40625,57.984375,59.664845,31406144
23-04-2001,59.609375,59.804688,57.359375,58.107033,21476224
24-04-2001,57.11797,61.234375,55.800781,60.064842,27698688
25-04-2001,60.953125,62.25,58.985935,60.089062,26131968
26-04-2001,60.0625,62.1875,56.738281,57.414845,25135680
27-04-2001,56.734375,56.734375,50,50.75703,36926080
30-04-2001,51.25,58.729687,50.96875,57.953125,35136960
01-05-2001,57.953125,57.953125,57.953125,57.953125,0
02-05-2001,60.578125,64.216408,60,61.644531,42003456
03-05-2001,60.953125,61.404686,59.00156,59.414845,31680704
04-05-2001,59.101563,60.265625,57.367188,59.714062,31076864
07-05-2001,60.15625,62.889061,60.15625,62.39922,30507648
08-05-2001,62.109375,63.078125,61.109375,62.010937,23583936
09-05-2001,62.535156,64.015625,59.84375,60.360157,37691648
10-05-2001,60.039063,61.639061,58.59375,60.303123,33075968
11-05-2001,59.53125,61.15625,59.078125,60.755466,24473280
14-05-2001,60.548435,62.183594,59.47031,60.604687,22221056
15-05-2001,60.5625,61.40625,56.353127,60.976563,29911936
16-05-2001,61.546875,62.3125,58.984375,59.732811,26481280
17-05-2001,59.375,61.5625,59.375,60.936718,28624640
18-05-2001,61.546875,62.609375,61.129688,61.696095,34144768
21-05-2001,62.03125,62.484375,61.484375,61.770313,19321984
22-05-2001,61.703125,62.828125,61.703125,62.084373,23764224
23-05-2001,62.015625,66.328125,61.81406,65.974998,55238144
24-05-2001,65.626564,66.640625,64.859375,65.010941,37843072
25-05-2001,65.159378,66,64.625,65.239059,26164032
28-05-2001,65.388283,67.621872,64.84375,66.9375,30142272
29-05-2001,67.171875,67.5,65.970314,66.350784,18814912
30-05-2001,65.3125,66.196877,61.042969,61.382813,40161728
31-05-2001,58.59375,60,57.8125,58.942188,33537984
01-06-2001,59.140625,59.84375,58.367188,58.690624,28304768
04-06-2001,59.0625,59.217968,56.250782,56.528908,29582400
05-06-2001,56.25,60.0625,55.93906,59.255466,48417472
06-06-2001,62.421875,62.421875,59.06406,59.464062,27025280
07-06-2001,59.0625,60.921875,57.828125,60.425781,36873792
08-06-2001,60.921875,61.9375,60.179688,61.604687,36826752
11-06-2001,61.21875,61.25,59.160938,59.498436,27544128
12-06-2001,59.234375,60.09375,58.59375,59.923435,26409152
13-06-2001,60.15625,60.875,59.259377,59.950783,30776768
14-06-2001,59.55703,59.828125,58.379688,59.385937,28833856
15-06-2001,59.078125,59.078125,52.671875,53.197655,66734656
18-06-2001,52.8125,53.671875,49.036716,52.085155,50334208
19-06-2001,53.125,54.5,51.890625,54.123436,44176448
20-06-2001,53.90625,53.90625,51.642967,52.559376,41332864
21-06-2001,52.734375,53.984375,52.346092,53.222656,32749120
22-06-2001,53.375,53.875,52.515625,53.629688,28011200
25-06-2001,53.296875,53.296875,50.96875,52.081249,53216832
26-06-2001,51.71875,57.910938,51.34375,56.089844,57623680
27-06-2001,56.703125,56.703125,53.921875,55.339062,38507200
28-06-2001,55.1875,57.109375,54.453125,56.466408,37874304
29-06-2001,56.875,59.375,56.875,58.572655,40621184
02-07-2001,59.53125,59.53125,55.46875,58.341408,10349184
03-07-2001,56.25,56.3125,50,51.460938,36732608
04-07-2001,50.375,55.625,50.375,54.189842,37540288
05-07-2001,54.921875,55.609375,52.875,54.457813,28821504
06-07-2001,53.6875,58.089062,52.924217,56.862499,55840448
09-07-2001,55.765625,55.765625,53.515625,54.726563,34657536
10-07-2001,56.176563,56.515625,53.53125,54.736717,46978176
11-07-2001,54.0625,60.078125,53.875,58.537498,69567552
12-07-2001,59.609375,61.671875,58.75,60.936718,60139648
13-07-2001,62.234375,62.339062,56.59375,57.71328,59455168
16-07-2001,57.984375,58.885155,56.5,56.732811,39718336
17-07-2001,55.46875,58.984375,55.46875,57.455467,50187776
18-07-2001,57.625,58.478905,56.8125,57.578907,41571712
19-07-2001,56.875,58.28125,56.414063,57.767185,35498048
20-07-2001,58.28125,59.375,56.457813,58.77422,55835008
23-07-2001,57.78125,57.796875,55.859375,56.596874,2029568
24-07-2001,56.328125,58.234375,56.271091,57.77422,32382272
25-07-2001,57.328125,57.953125,56.5,57.59375,35721088
26-07-2001,57.40625,58.515625,55.548435,57.056252,52569920
27-07-2001,56.911716,57.53125,56.25,56.542187,35253888
30-07-2001,56.909374,57.5625,56.641407,57.125782,20011712
31-07-2001,57.064842,59.375,56.797657,58.638283,30586304
01-08-2001,58.984375,60.140625,56.015625,56.985935,42687616
02-08-2001,57.65625,59.921875,57.265625,58.669533,38093376
03-08-2001,59.0625,60.921875,58.925781,60.379688,31857024
06-08-2001,60.390625,60.609375,58.703125,59.261719,20862464
07-08-2001,58.625,59.053905,58.21875,58.685158,16592640
08-08-2001,58.203125,58.203125,57.110157,57.582031,19657088
09-08-2001,56.424217,57.792187,56.424217,57.543751,16467584
10-08-2001,57.421875,57.764843,56.800781,57.039063,11152384
13-08-2001,57.421875,57.421875,56.133595,56.552341,18800576
14-08-2001,56.71875,59.59375,56.5625,59.192188,37428032
15-08-2001,59.192188,59.192188,59.192188,59.192188,0
16-08-2001,58.4375,59.171875,58.046875,58.695313,19617856
17-08-2001,58.640625,59.060936,56.71875,57.354687,18481984
20-08-2001,53.125,58.109375,53.125,57.28828,28190848
21-08-2001,57.65625,58.71875,57.53125,58.453125,20295552
22-08-2001,58.453125,58.453125,58.453125,58.453125,0
23-08-2001,58.40625,59.296875,57.832813,58.835155,17717248
24-08-2001,58.610935,59.828125,57.984375,59.471874,16439680
27-08-2001,56.253906,61.53125,56.253906,61.207031,29598848
28-08-2001,60.15625,61.78125,60.15625,61.464062,25300608
29-08-2001,60.660938,60.875,58.28281,58.692188,36475264
30-08-2001,59.21875,59.917187,56.421875,57.931252,40934464
31-08-2001,57.65625,57.65625,55.046875,55.291405,43462592
03-09-2001,55.625,55.823437,52.671875,53.493752,51990272
04-09-2001,53.109375,55.703125,52.734375,53.558594,63444928
05-09-2001,52.96875,54.6875,51.6875,52.564842,55561984
06-09-2001,52.34375,52.984375,50.9375,51.396091,33253632
07-09-2001,51.25,52.65625,50.390625,51.818748,43670400
10-09-2001,52.078125,54.53125,51.090626,54.266407,50323840
11-09-2001,54.609375,55.234375,53.28125,54.747658,46679744
12-09-2001,50.860935,51.515625,49.273438,49.853905,38298368
13-09-2001,49.609375,50.703125,48.515625,49.511719,55163136
14-09-2001,49.0625,49.0625,44.560936,45.424217,55850304
17-09-2001,44.984375,44.984375,40.88203,40.88203,17588032
18-09-2001,39.84375,43.65625,39.3125,41.548435,100096704
19-09-2001,41.234375,42.5,39.40625,40.308594,40674944
20-09-2001,39.046875,39.214062,36.278126,38.583591,53192960
21-09-2001,36.253124,36.71875,34.72578,34.72578,28133504
24-09-2001,33.984375,37.9375,33.049217,37.507813,47482816
25-09-2001,39.0625,39.796875,37.515625,38.895313,55670016
26-09-2001,38.453125,40.390625,37.828125,39.86953,52010176
27-09-2001,39.53125,39.53125,36.578125,37.084373,40467392
28-09-2001,38.203125,38.25,36.015625,36.985157,39388544
01-10-2001,37.484375,37.890625,35.735935,36.356251,30558464
02-10-2001,36.356251,36.356251,36.356251,36.356251,0
03-10-2001,37.5,37.5,33.71172,34.177341,44075392
04-10-2001,35.349216,37.484375,35.349216,37.020313,59927808
